47	231	47	283	door	1	1	
285	249	285	301	door	1	1	
234.666666667	156	234.666666667	179	door	1	1	
47	136	47	191	door	1	1	
392	174	392	205	door	1	1	
165	117	165	198	door	1	1	
257.5	186	257.5	214	door	1	1	
352.333333333	188	352.333333333	212	door	1	1	
392	221	392	286	door	1	1	
267	185.6	288	185.6	door	1	1	
290	213.833333333	314	213.833333333	door	1	1	
298	306.875	334	306.875	door	1	1	
325	185.6	353	185.6	door	1	1	
52	200.666666667	174	200.666666667	door	1	1	
106	306.75	147	306.75	door	1	1	
300	161	325	179	toilet	1	1	
193	243	214	306	cooking_counter	1	1	
239	119	261	138	toilet	1	1	
200	127	232	152	bathtub	1	1	
278	160	292	179	washing_basin	2	1	
359	169	387	210	entrance	1	1	
234.97276264591	141.77821011673	284.97276264591	161.77821011673	washing_room	1	1	
81	147	131	167	bedroom	1	1	
153.5	147	203.5	167	closet	1	1	
2.5	200.5	52.5	220.5	balcony	1	1	
188	145.5	238	165.5	bathroom	1	1	
299	160.5	349	180.5	restroom	1	1	
347	174.5	397	194.5	corridor	1	1	
181.58333333333	213.85833333342	231.58333333333	233.85833333342	living_room	1	1	
279.5	189.5	329.5	209.5	corridor	1	1	
313.62955584203	249.83370444158	363.62955584203	269.83370444158	bedroom	1	1	
379	250	429	270	balcony	1	1	
246.5	264.5	296.5	284.5	closet	1	1	
192	185.6	192	200.666666667	wall	1	1	
165	200.666666667	192	200.666666667	wall	1	1	
416.5	213.666666667	416.5	307	wall	1	1	
392	307	416.5	307	wall	1	1	
279.5	157	296	157	wall	1	1	
279.5	113.5	279.5	157	wall	1	1	
257.5	214	285	214	wall	1	1	
257.5	185.6	257.5	214	wall	1	1	
8	306.75	47	306.75	wall	1	1	
8	115	8	306.75	wall	1	1	
234.666666667	113.5	234.666666667	126.5	wall	1	1	
234.666666667	113.5	279.5	113.5	wall	1	1	
258	243	258	306.75	wall	1	1	
258	243	285	243	wall	1	1	
8	115	47	115	wall	1	1	
352.333333333	156.333333333	392	156.333333333	wall	1	1	
392	156.333333333	392	213.666666667	wall	1	1	
392	213.666666667	416.5	213.666666667	wall	1	1	
165	114	192.333333333	114	wall	1	1	
192.333333333	114	192.333333333	126.5	wall	1	1	
165	114	165	200.666666667	wall	1	1	
47	114	165	114	wall	1	1	
296	156.333333333	352.333333333	156.333333333	wall	1	1	
296	156.333333333	296	185.6	wall	1	1	
47	114	47	200.666666667	wall	1	1	
257.5	185.6	296	185.6	wall	1	1	
234.666666667	185.6	257.5	185.6	wall	1	1	
352.333333333	156.333333333	352.333333333	185.6	wall	1	1	
285	214	352.333333333	214	wall	1	1	
285	214	285	243	wall	1	1	
285	243	285	306.75	wall	1	1	
234.666666667	126.5	234.666666667	185.6	wall	1	1	
192.333333333	126.5	234.666666667	126.5	wall	1	1	
352.333333333	185.6	352.333333333	213.666666667	wall	1	1	
296	185.6	352.333333333	185.6	wall	1	1	
47	200.666666667	47	306.75	wall	1	1	
47	306.75	258	306.75	wall	1	1	
285	306.75	392	306.75	wall	1	1	
258	306.75	285	306.75	wall	1	1	
192.333333333	185.6	234.666666667	185.6	wall	1	1	
392	213.666666667	392	307	wall	1	1	
47	200.666666667	165	200.666666667	wall	1	1	
352.333333333	213.666666667	392	213.666666667	wall	1	1	
192.333333333	126.5	192.333333333	185.6	wall	1	1	
