186	77	186	113	door	1	1	
211	121	211	221	door	1	1	
143	364	183	364	door	1	1	
143	117	181	117	door	1	1	
208	12.5555555556	242	12.5555555556	door	1	1	
36	364	134	364	door	1	1	
55	12.4444444444	74	12.4444444444	door	1	1	
140	310.666666667	181	310.666666667	door	1	1	
112	22	154	52	toilet	1	1	
190	17	262	63	bathtub	1	1	
117	66	135	114	washing_basin	1	1	
74	20	102	57	cooking_counter	1	1	
12	21	46	118	cooking_counter	1	1	
165	221.66666666683	215	241.66666666683	living_room	1	1	
57.785714285714	182.98412698413	107.78571428571	202.98412698413	kitchen	1	1	
121.5	54.5	171.5	74.5	restroom	1	1	
200	54.5	250	74.5	bathroom	1	1	
212.5	160.5	262.5	180.5	closet	1	1	
135.5	327	185.5	347	closet	1	1	
172.5	326.5	222.5	346.5	closet	1	1	
55	380	105	400	balcony	1	1	
211	310.666666667	211	363	wall	1	1	
184	363	211	363	wall	1	1	
137	364	137	416	wall	1	1	
23.5	416	137	416	wall	1	1	
264.333333333	117	264.333333333	224	wall	1	1	
211	224	264.333333333	224	wall	1	1	
9	364	23.5	364	wall	1	1	
9	12.3333333333	9	364	wall	1	1	
23.5	364	23.5	416	wall	1	1	
9	12.3333333333	107.5	12.3333333333	wall	1	1	
137	310.666666667	137	364	wall	1	1	
137	310.666666667	184	310.666666667	wall	1	1	
186	12.5555555556	264.333333333	12.5555555556	wall	1	1	
264.333333333	12.5555555556	264.333333333	117	wall	1	1	
107.5	12.5555555556	186	12.5555555556	wall	1	1	
107.5	12.5555555556	107.5	117	wall	1	1	
186	12.5555555556	186	117	wall	1	1	
184	310.666666667	211	310.666666667	wall	1	1	
184	310.666666667	184	364	wall	1	1	
23.5	364	137	364	wall	1	1	
211	117	264.333333333	117	wall	1	1	
211	117	211	224	wall	1	1	
186	117	211	117	wall	1	1	
211	224	211	310.666666667	wall	1	1	
107.5	117	186	117	wall	1	1	
137	364	184	364	wall	1	1	
