334	242	334	272	door	1	1	
201	200	201	238	door	1	1	
54.5	198	54.5	279	door	1	1	
186	261	186	324	door	1	1	
268	252	268	292	door	1	1	
360	180.5	397	180.5	door	1	1	
291	240	324	240	door	1	1	
303	292	331	323	washing_basin	2	1	
235	285	259	325	toilet	1	1	
235	226	266	256	washing_basin	2	1	
360	186	397	236	entrance	1	1	
338	285	398	324	bathtub	1	1	
208	154	253	183	cooking_counter	1	1	
272	299	301	324	washing_basin	1	1	
12.5	228.5	52.5	248.5	balcony	1	1	
103.92123479888	226.05734331151	143.92123479888	246.05734331151	bedroom	1	1	
265.78808645229	192.87559304164	305.78808645229	212.87559304164	kitchen	1	1	
265.78808645229	192.87559304164	305.78808645229	212.87559304164	corridor	1	1	
281.5	272.5	321.5	292.5	washing_room	1	1	
347	272.5	387	292.5	bathroom	1	1	
185	282	225	302	closet	1	1	
226.5	282	266.5	302	restroom	1	1	
399.333333333	326.25	399.333333333	326.25	point	2	1	
12	326.7	12	326.7	point	2	2	
321.5	179.5	321.5	179.5	point	2	2	
12	151.666666667	12	151.666666667	point	2	3	
268.666666667	239.666666667	268.666666667	239.666666667	point	2	3	
185	258.666666667	185	258.666666667	point	2	3	
321.5	151.777777778	321.5	151.777777778	point	2	4	
399.333333333	179.5	399.333333333	179.5	point	2	4	
201	151.777777778	201	151.777777778	point	3	1	
53.5	151.777777778	53.5	151.777777778	point	3	1	
225	258.444444444	225	258.444444444	point	3	1	
335.5	239.666666667	335.5	239.666666667	point	3	1	
399.333333333	239.666666667	399.333333333	239.666666667	point	3	2	
268.666666667	258.444444444	268.666666667	258.444444444	point	3	2	
53.5	326.7	53.5	326.7	point	3	3	
335.5	326.25	335.5	326.25	point	3	3	
185	326.7	185	326.7	point	3	3	
225	326.7	225	326.7	point	3	3	
201	258.444444444	201	258.444444444	point	3	3	
268.666666667	326.7	268.666666667	326.7	point	3	3	
399.333333333	179.5	399.333333333	326.25	wall	1	1	
12	326.25	399.333333333	326.25	wall	1	1	
12	151.666666667	12	326.7	wall	1	1	
321.5	179.5	399.333333333	179.5	wall	1	1	
321.5	151.777777778	321.5	179.5	wall	1	1	
12	151.666666667	321.5	151.666666667	wall	1	1	
268.666666667	239.666666667	268.666666667	326.7	wall	1	1	
268.666666667	239.666666667	399.333333333	239.666666667	wall	1	1	
185	258.666666667	185	326.7	wall	1	1	
185	258.666666667	268.666666667	258.666666667	wall	1	1	
201	151.777777778	201	258.444444444	wall	1	1	
53.5	151.777777778	53.5	326.7	wall	1	1	
225	258.444444444	225	326.7	wall	1	1	
335.5	239.666666667	335.5	326.25	wall	1	1	
