485	103	485	151	door	1	1	
433	528	433	583	door	1	1	
274.5	519	274.5	576	door	1	1	
535	22	535	82	door	1	1	
408.5	136	408.5	179	door	1	1	
740	85	740	145	door	1	1	
273	37	273	81	door	1	1	
743	518	743	639	door	1	1	
325	592.5	370	592.5	door	1	1	
388	590.5	401	590.5	door	1	1	
606	419	672	419	door	1	1	
316	452	367	487	washing_basin	2	1	
302	647	371	697	bathtub	1	1	
366	451	427	487	washing_basin	2	1	
307	135	350	192	toilet	1	1	
391	631	425	674	toilet	1	1	
393.81947080496	75.028915931674	433.81947080496	95.028915931674	bedroom	1	1	
615.55559242432	204.53144621982	655.55559242432	224.53144621982	bedroom	1	1	
755.5	204.5	795.5	224.5	balcony	1	1	
487.5	148.5	527.5	168.5	closet	1	1	
322.5	104.5	362.5	124.5	closet	1	1	
322.5	160	362.5	180	bathroom	1	1	
334	453	374	473	kitchen	1	1	
334	453	374	473	washing_room	1	1	
576.01354401806	562.0835214447	616.01354401806	582.0835214447	bedroom	1	1	
755	567	795	587	balcony	1	1	
334	527.5	374	547.5	kitchen	1	1	
334	527.5	374	547.5	corridor	1	1	
269.5	599.5	309.5	619.5	closet	1	1	
311.97469284889	645.89625118135	351.97469284889	665.89625118135	bathroom	1	1	
388	630	428	650	restroom	1	1	
435	641.5	475	661.5	closet	1	1	
388	690.5	428	710.5	closet	1	1	
810.5	712.666666667	810.5	712.666666667	point	2	1	
810	416.333333333	810	416.333333333	point	2	1	
274	711.666666667	274	711.666666667	point	2	2	
530.333333333	416.333333333	530.333333333	416.333333333	point	2	2	
276	217.666666667	276	217.666666667	point	2	2	
273.5	442.666666667	273.5	442.666666667	point	2	3	
485.5	100	485.5	100	point	2	3	
273.666666667	13	273.666666667	13	point	2	3	
476.5	591.2	476.5	591.2	point	2	4	
810	11.6666666667	810	11.6666666667	point	2	4	
810.5	441.111111111	810.5	441.111111111	point	2	4	
409.666666667	106.5	409.666666667	106.5	point	2	4	
434	441.111111111	434	441.111111111	point	3	1	
532.888888889	11.6666666667	532.888888889	11.6666666667	point	3	1	
382.333333333	591.2	382.333333333	591.2	point	3	1	
741.5	11.6666666667	741.5	11.6666666667	point	3	1	
740.5	441.111111111	740.5	441.111111111	point	3	1	
305	591.2	305	591.2	point	3	1	
532.888888889	217.777777778	532.888888889	217.777777778	point	3	2	
532.888888889	100	532.888888889	100	point	3	2	
433	689	433	689	point	3	2	
433	484.5	433	484.5	point	3	2	
409.666666667	123	409.666666667	123	point	3	2	
433	712.166666667	433	712.166666667	point	3	3	
409.666666667	217.777777778	409.666666667	217.777777778	point	3	3	
382.333333333	712.166666667	382.333333333	712.166666667	point	3	3	
476.5	712.166666667	476.5	712.166666667	point	3	3	
740.5	712.166666667	740.5	712.166666667	point	3	3	
485.5	217.777777778	485.5	217.777777778	point	3	3	
741.5	416.333333333	741.5	416.333333333	point	3	3	
305	628.5	305	628.5	point	2	1	
273.5	484.5	273.5	484.5	point	3	4	
273.5	591.2	273.5	591.2	point	3	4	
273.666666667	123	273.666666667	123	point	3	4	
273.5	628.5	273.5	628.5	point	3	4	
273.666666667	106.5	273.666666667	106.5	point	3	4	
382.333333333	689	382.333333333	689	point	3	4	
433	591.2	433	591.2	point	4	1	
810.5	441.111111111	810.5	712.666666667	wall	1	1	
274	712.666666667	810.5	712.666666667	wall	1	1	
810	11.6666666667	810	416.333333333	wall	1	1	
530.333333333	416.333333333	810	416.333333333	wall	1	1	
274	442.666666667	274	711.666666667	wall	1	1	
530.333333333	11.6666666667	530.333333333	416.333333333	wall	1	1	
276	217.666666667	532.888888889	217.666666667	wall	1	1	
276	13	276	217.666666667	wall	1	1	
273.5	442.666666667	810.5	442.666666667	wall	1	1	
485.5	100	485.5	217.777777778	wall	1	1	
485.5	100	532.888888889	100	wall	1	1	
273.666666667	13	810	13	wall	1	1	
273.5	591.2	476.5	591.2	wall	1	1	
476.5	591.2	476.5	712.166666667	wall	1	1	
273.666666667	106.5	409.666666667	106.5	wall	1	1	
409.666666667	106.5	409.666666667	217.777777778	wall	1	1	
434	441.111111111	434	712.166666667	wall	1	1	
382.333333333	591.2	382.333333333	712.166666667	wall	1	1	
741.5	11.6666666667	741.5	416.333333333	wall	1	1	
740.5	441.111111111	740.5	712.166666667	wall	1	1	
305	591.2	305	628.5	wall	1	1	
382.333333333	689	433	689	wall	1	1	
273.5	484.5	433	484.5	wall	1	1	
273.666666667	123	409.666666667	123	wall	1	1	
273.5	628.5	305	628.5	wall	1	1	
