266.111111111	140	266.111111111	173	door	1	1	
265.888888889	33	265.888888889	61	door	1	1	
247	203	247	230	door	1	1	
301	203	301	272	door	1	1	
414.666666667	312	414.666666667	348	door	1	1	
301	312	301	416	door	1	1	
346	29.1666666667	377	29.1666666667	door	1	1	
233	139.75	260	139.75	door	1	1	
239	314	296	314	door	1	1	
315	421	377	421	door	1	1	
102	424	135	424	door	1	1	
268	139.75	296	139.75	door	1	1	
213	468.333333333	252	468.333333333	door	1	1	
385	144	412	226	cooking_counter	1	1	
197	170	223	194	washing_basin	2	1	
234	174	264	196	washing_basin	1	1	
96	396	142	420	entrance	1	1	
198	210	221	225	toilet	1	1	
240	237	266	274	stairs	1	1	
201	86	227	135	bathtub	1	1	
93	242	135	350	stairs	1	1	
390	230	411	252	cooking_counter	1	1	
342	7.5	392	27.5	balcony	1	1	
204	45	254	65	closet	1	1	
314.5	74	364.5	94	bedroom	1	1	
204	100	254	120	bathroom	1	1	
204.5	160	254.5	180	washing_room	1	1	
229.8117344439	227.41462518373	279.8117344439	247.41462518373	corridor	1	1	
332.5	270	382.5	290	living_room	1	1	
195	208	245	228	restroom	1	1	
91.325417288642	326.06432351744	141.32541728864	346.06432351744	corridor	1	1	
243	285.5	293	305.5	closet	1	1	
222	381	272	401	bedroom	1	1	
333	434.5	383	454.5	balcony	1	1	
266.333333333	139.75	266.333333333	201	wall	1	1	
247	201	266.333333333	201	wall	1	1	
150.5	369.5	150.5	424	wall	1	1	
92	424	150.5	424	wall	1	1	
415	421	415	468.333333333	wall	1	1	
301	468.333333333	415	468.333333333	wall	1	1	
247	201	247	235	wall	1	1	
193.277777778	235	247	235	wall	1	1	
193.333333333	468.333333333	301	468.333333333	wall	1	1	
193.333333333	314	193.333333333	468.333333333	wall	1	1	
92	236	92	424	wall	1	1	
136.5	369.5	150.5	369.5	wall	1	1	
136.5	236	136.5	369.5	wall	1	1	
235	277	235	314	wall	1	1	
235	277	301	277	wall	1	1	
193.277777778	29.25	193.277777778	81	wall	1	1	
193.277777778	29.25	265.888888889	29.25	wall	1	1	
92	236	136.5	236	wall	1	1	
343	6.5	343	29.1666666667	wall	1	1	
343	6.5	391.5	6.5	wall	1	1	
391.5	6.5	391.5	29.1666666667	wall	1	1	
391.5	29.1666666667	414.666666667	29.1666666667	wall	1	1	
414.666666667	29.1666666667	414.666666667	139.75	wall	1	1	
193.277777778	201	247	201	wall	1	1	
301	139.75	414.666666667	139.75	wall	1	1	
301	139.75	301	277	wall	1	1	
265.888888889	139.75	301	139.75	wall	1	1	
265.888888889	29.25	343	29.25	wall	1	1	
265.888888889	29.25	265.888888889	81	wall	1	1	
301	277	301	314	wall	1	1	
414.666666667	139.75	414.666666667	421	wall	1	1	
301	421	414.666666667	421	wall	1	1	
301	314	301	421	wall	1	1	
235	314	301	314	wall	1	1	
265.888888889	81	265.888888889	139.75	wall	1	1	
193.277777778	81	265.888888889	81	wall	1	1	
193.277777778	314	235	314	wall	1	1	
343	29.1666666667	391.5	29.1666666667	wall	1	1	
301	421	301	468.333333333	wall	1	1	
193.277777778	81	193.277777778	139.75	wall	1	1	
193.277777778	139.75	265.888888889	139.75	wall	1	1	
193.277777778	139.75	193.277777778	201	wall	1	1	
193.277777778	201	193.277777778	235	wall	1	1	
193.277777778	235	193.277777778	314	wall	1	1	
