256	256
35
171.72953050036384	162.03205128205127	200.72208521303256	162.03205128205127	6	8
9.952837073526728	186.81487068752716	115.43356349822655	186.81487068752716	3	0
9.952837073526728	52.14380815544609	44.68824194460147	52.14380815544609	0	7
9.952837073526728	52.14380815544609	9.952837073526728	128.32108535895986	7	0
200.7905923141186	52.14380815544609	200.7905923141186	94.63009203880915	0	2
115.43356349822655	128.32108535895986	115.43356349822655	149.44654088050314	1	3
242.76851851851853	149.5232059153628	242.76851851851853	186.81487068752716	0	2
44.68824194460147	52.14380815544609	142.22365946701058	52.14380815544609	0	1
142.22365946701058	52.14380815544609	200.7905923141186	52.14380815544609	0	2
171.73331471768972	94.63009203880915	200.7905923141186	94.63009203880915	2	4
44.68824194460147	52.14380815544609	44.68824194460147	128.32108535895986	1	7
142.22365946701058	52.14380815544609	142.22365946701058	94.63009203880915	2	1
171.73331471768972	94.63009203880915	171.72953050036384	130.85739614994932	4	4
200.7905923141186	94.63009203880915	200.7905923141186	130.85739614994932	0	4
200.7905923141186	130.85739614994932	200.72208521303256	149.5232059153628	0	4
141.94814277527047	149.44654088050314	141.94814277527047	186.81487068752716	8	6
200.72208521303256	162.03205128205127	200.72208521303256	186.81487068752716	2	2
44.68824194460147	128.32108535895986	115.43356349822655	128.32108535895986	1	3
115.43356349822655	186.81487068752716	141.94814277527047	186.81487068752716	6	0
141.94814277527047	186.81487068752716	200.72208521303256	186.81487068752716	8	0
200.72208521303256	186.81487068752716	242.76851851851853	186.81487068752716	2	0
142.22365946701058	94.63009203880915	171.73331471768972	94.63009203880915	1	4
9.952837073526728	128.32108535895986	44.68824194460147	128.32108535895986	7	3
141.94814277527047	130.85739614994932	171.72953050036384	130.85739614994932	4	2
171.72953050036384	149.5232059153628	200.72208521303256	149.5232059153628	4	6
115.43356349822655	149.44654088050314	141.94814277527047	149.44654088050314	1	6
142.22365946701058	94.63009203880915	141.94814277527047	130.85739614994932	4	1
9.952837073526728	128.32108535895986	9.952837073526728	186.81487068752716	3	0
141.94814277527047	130.85739614994932	141.94814277527047	149.44654088050314	2	1
171.72953050036384	149.5232059153628	171.72953050036384	162.03205128205127	6	2
115.43356349822655	149.44654088050314	115.43356349822655	186.81487068752716	6	3
171.72953050036384	130.85739614994932	200.7905923141186	130.85739614994932	4	4
200.72208521303256	149.5232059153628	242.76851851851853	149.5232059153628	0	2
171.72953050036384	130.85739614994932	171.72953050036384	149.5232059153628	4	2
200.72208521303256	149.5232059153628	200.72208521303256	162.03205128205127	2	6
