320.666666667	264	320.666666667	294	door	1	1	
392.25	165	392.25	202	door	1	1	
365.444444444	130	365.444444444	161	door	1	1	
392.25	206	392.25	233	door	1	1	
392.25	245	392.25	293	door	1	1	
335.666666667	423	335.666666667	446	door	1	1	
397	298.5	425	298.5	door	1	1	
261	338	303	338	door	1	1	
373	85	399	85	door	1	1	
259	205.75	325	205.75	door	1	1	
284	24.5	349	24.5	door	1	1	
336	543	407	543	door	1	1	
407	501	428	544	special	3	1	
266	240	317	262	bathtub	1	1	
260	15	279	53	special	3	1	
340	217	366	231	toilet	1	1	
370	92	420	124	entrance	1	1	
409	13	425	49	special	3	1	
305	354	335	415	cooking_counter	1	1	
261	364	274	386	entrance	1	1	
358	243	384	262	washing_basin	1	1	
256	504	278	542	special	3	1	
286.4359220018	103.58504283138	336.4359220018	123.58504283138	bedroom	1	1	
379.30446826448	165.91557268457	429.30446826448	185.91557268457	corridor	1	1	
353.5	174	403.5	194	closet	1	1	
268	209	318	229	closet	1	1	
335.32088181261	213.0771586038	385.32088181261	233.0771586038	restroom	1	1	
263.5	255.5	313.5	275.5	bathroom	1	1	
331	259.5	381	279.5	washing_room	1	1	
348.41580916745	399.28157156221	398.41580916745	419.28157156221	kitchen	1	1	
274.80446927374	363.83379888268	324.80446927374	383.83379888268	kitchen	1	1	
244	393	294	413	closet	1	1	
430	298.5	430	543	wall	1	1	
335.666666667	543	430	543	wall	1	1	
348	7.5	348	24.5	wall	1	1	
257.8	24.5	348	24.5	wall	1	1	
329	205.75	329	233	wall	1	1	
320.666666667	233	329	233	wall	1	1	
260.5	414.666666667	278	414.666666667	wall	1	1	
260.5	392	260.5	414.666666667	wall	1	1	
257.8	24.5	257.8	205.75	wall	1	1	
348	7.5	365.666666667	7.5	wall	1	1	
260.5	392	278	392	wall	1	1	
278	392	278	414.666666667	wall	1	1	
365.444444444	163	392.25	163	wall	1	1	
392.25	163	392.25	205.75	wall	1	1	
257.8	338	335.666666667	338	wall	1	1	
335.666666667	338	335.666666667	414.666666667	wall	1	1	
365.666666667	7.5	365.666666667	85	wall	1	1	
329	205.75	365.444444444	205.75	wall	1	1	
257.8	205.75	329	205.75	wall	1	1	
320.666666667	233	320.666666667	241.5	wall	1	1	
257.8	233	320.666666667	233	wall	1	1	
392.25	205.75	392.25	241.5	wall	1	1	
365.444444444	205.75	392.25	205.75	wall	1	1	
430	85	430	298.5	wall	1	1	
392.25	298.5	430	298.5	wall	1	1	
392.25	241.5	392.25	298.5	wall	1	1	
320.666666667	241.5	392.25	241.5	wall	1	1	
335.666666667	414.666666667	335.666666667	543	wall	1	1	
278	414.666666667	335.666666667	414.666666667	wall	1	1	
365.444444444	163	365.444444444	205.75	wall	1	1	
320.666666667	241.5	320.666666667	298.5	wall	1	1	
320.666666667	298.5	392.25	298.5	wall	1	1	
257.8	298.5	320.666666667	298.5	wall	1	1	
260.5	338	260.5	392	wall	1	1	
257.8	205.75	257.8	233	wall	1	1	
257.8	233	257.8	298.5	wall	1	1	
257.8	298.5	257.8	338	wall	1	1	
365.444444444	85	365.444444444	163	wall	1	1	
365.444444444	85	430	85	wall	1	1	
